jid,jname,jci
3258,震之兑,马能负乘，见邑之野。井获粱稻，喜悦无咎。
3259,震之涣,高飞视下，贪饕所在。腐臭为患，害于躬身。
3260,震之节,东行西步，失其次舍。乾侯野井，昭君丧居。
3261,震之中孚,神鸟五彩，凤凰为主。集于王谷，使年岁有。
3262,震之小过,石门晨门，荷蒉食贫，遁世隐居，竟不逢时。
3263,震之既济,啮啮，贫鬼相责。无有欢怡，一日九结。
3264,震之未济,白日扬光，雷车避藏。云雨不行，各止其乡。
3265,艮之艮,君孤独处，单弱无辅，名曰困苦。
3266,艮之乾,忧惊已除，祸不为灾，安全以来。
3267,艮之坤,穿匏挹水，篝铁然火。劳疲力竭，饥渴为祸。
3268,艮之屯,蹇牛折角，不能载粟。灾害不避，年岁无谷。
3269,艮之蒙,邑将为墟，居之忧危。
3270,艮之需,根刖树残，华叶落去。卒逢火焱，随风僵仆。
3271,艮之讼,元后贪欲，穷极民力。执政乖互，为夷所覆。
3272,艮之师,北山有枣，使叔寿考。东岭多栗，宜行贾市。陆梁雌雉，所至利喜。
3273,艮之比,高原峻山，陆土少泉。草木林麓，嘉禾所炎。
3274,艮之小畜,辰次降娄，王驾巡狩。广施德惠，国安无忧。
3275,艮之履,轠轠，岁暮偏弊。宠名损弃，君衰于位。
3276,艮之泰,放衔委辔，犇乱不制。法度无恒，君失其位。
3277,艮之否,独坐西垣，莫与笑言。秋风多哀，使我心悲。
3278,艮之同人,胫急股挛，不可出门。暮速羣旅，必为身患。
3279,艮之大有,情伪难知，使我偏颇。小人在位，虽圣何咎。
3280,艮之谦,黍稷醇醴，敬奉山宗。神嗜饮食，甘雨嘉降。庶物蕃茂，时无灾咎。
3281,艮之豫,公子王孙，把弹摄丸。发辄有获，室家饶足。
3282,艮之随,阴升阳伏，舜失其室。慈母赤子，相餧不食。
3283,艮之蛊,七窍龙身，造易八元。法天则地，顺时施恩，利以长存。
3284,艮之临,逐狐东山，水遏我前。深不可涉，失利后便。
3285,艮之观,衔命辱使，不堪其事。中坠落去，更为负载。
3286,艮之噬嗑,温仁君子，忠孝所在。入闺为仪，祸灾不起。
3287,艮之贲,春多膏泽，夏润优渥。稼穑成熟，亩获百斛。师行失律，霸功不遂。
3288,艮之剥,二女同室，心不聊食。首髪如蓬，忧常在中。
3289,艮之复,筑阙石巅，立基泉源。病疾不安，老孤为邻。
3290,艮之无妄,欲避凶门，反与祸邻。颠覆不制，痛熏我心。
3291,艮之大畜,踧行窃视，有所畏避。狸首伏藏，以夜为利。
3292,艮之颐,人面鬼口，长舌为斧。斲破瑚琏，殷商绝后。
3293,艮之大过,和气相薄，膏泽津液，生我嘉谷。
3294,艮之坎,销金兵，雷车不行，民安其乡。
3295,艮之离,秦仪机言，解其国患。说燕下齐，作相以权。
3296,艮之咸,旦奭辅王，周德孔明。越裳献雉，万国咸康。
3297,艮之恒,弱足刖跟，不利出门。贾市无盈，折亡为患。
3298,艮之遯,坚冰黄鸟，常哀悲愁。不见白粒，但覩藜蒿。数惊鸷鸟，为我心忧。
3299,艮之大壮,魂微惙惙，属纩听绝。豁然大通，复更生活。
3300,艮之晋,阴生麞鹿，鼠舞鬼哭，灵龟陆处。
3301,艮之明夷,诸石攻玉，无不穿。龙体具举，鲁班为辅。麟凤成形，德象君子。
3302,艮之家人,山作天时，陆为海口，民不安处。
3303,艮之睽,东风启户，隐伏欢喜。氓庶蒙恩，复得我子。
3304,艮之蹇,华灯百枝，消暗衰微。精光欲尽，奄如灰糜。
3305,艮之解,三十无室，寄宿桑中。上宫长女，不得乐同，使我失期。
3306,艮之损,卵与石鬬，糜碎无疑。动而有悔，出不得时。
3307,艮之益,秦兵争强，失其贞良，败于殽乡。
3308,艮之夬,豦除善疑，难为攻医。骥穷盐车，困于衔棰。
3309,艮之姤,操笱搏狸，荷弓射鱼。非其器用，自令心劳。
3310,艮之萃,葵邱之盟，晋献会行。见太宰辞，复为还舆。
3311,艮之升,膑诈庞子，夷竃书木。伏兵卒发，矢至如雨。魏师惊乱，将获为虏，涓死树下。
3312,艮之困,南行出城，世得大福。王姬归齐，赖其所欲。
3313,艮之井,冬采薇籣，地冻坚难。利走室北，暮无所得。
3314,艮之革,王乔无病，狗头不痛。亡屐失履，乏我送从。
3315,艮之鼎,宛马疾步，盲师坐御。目不见路，中宵不到。
3316,艮之震,求利难国，亡去我北。忧归其城，反为吾贼。
3317,艮之渐,比目四翼，安我邦国。上下无患，为吾喜福。
3318,艮之归妹,八材既登，以成股肱。尨降庭坚，国无灾凶。
3319,艮之丰,消弊穿空，家莫为宗。奴婢逃走，子西父东，为射作凶。
3320,艮之旅,鸟舞国城，邑惧卒惊。仁德不修，为下所倾。
3321,艮之巽,五谷不熟，民苦困急。驾之南国，嘉乐有得。
3322,艮之兑,黄裳建元，福德在身。禄佑洋溢，封为齐君，富贵多孙。
3323,艮之涣,齐东郭卢，嫁于洛都。骏良美好，利得过倍。
3324,艮之节,安床厚缛，不得久宿。弃我嘉宴，困于南国。投杼之忧，不成祸灾。
3325,艮之中孚,内崩身伤，中乱无常。虽有美粟，不我得食。卦中虚，故曰内崩。
3326,艮之小过,出门逢患，与祸为怨。更相击刺，伤我手端。
3327,艮之既济,出入节时，南北无忧。行者函至，在外归来。
3328,艮之未济,公孙驾骊，载游东济。延陵说产，遗季纻衣。
3329,渐之渐,别离分散，长子从军。稚叔就贼，寡老独居，莫为种瓜。
3330,渐之乾,旦种谷豆，暮成藿羹。心之所愿，志快意惬。
3331,渐之坤,牡飞门启，忧患大解，不为身祸。
3332,渐之屯,东山西山，各自止安。虽相登望，竟未同堂。
3333,渐之蒙,众鸟所翔，中有大怪。九身无头，魂惊魄去，不可以居。
3334,渐之需,交侵如乱，民无聊赖。追戎济西，敌人破阵。
3335,渐之讼,麟凤所翔，国无咎殃。贾市十倍，复归惠乡。
3336,渐之师,凿井求玉，非卞氏宝。身困名辱，劳无所得。
3337,渐之比,文山鸿豹，肥腯多脂。王孙获愿，载福巍巍。
3338,渐之小畜,周成之隆，刑措除凶。太宰费石，君子作人。
3339,渐之履,珪璧琮璋，执贽见王。百里宁戚，应聘齐秦。
3340,渐之泰,穿空漏彻，破坏残缺。陶弗能冶，瓦甓不凿。
3341,渐之否,鸿飞遵陆，公出不复，伯氏客宿。
3342,渐之同人,虾蟇羣聚，从天请雨，云雷运集，应其愿所。
3343,渐之大有,老弱无子，不能自理。为民所忧，终不离咎。管子治国，侯伯宾服。乘舆八百，尊我桓德。
3344,渐之谦,播梅折枝，与母别离，绝不相知。
3345,渐之豫,盛中不绝，衰老复拙。盈满减亏，瘯腯肥。郑昭失国，重耳兴起。
3346,渐之随,闻虎入邑，必欲逃匿。走据阳德，不见霍叔，终无忧慝。
3347,渐之蛊,随时逐便，不失利门。多获得福，富于封君。
3348,渐之临,禹作神鼎，伯益衔指。斧斤既折，憧立独坐。贾市不雠，枯槁为祸。
3349,渐之观,春鸿飞东，以马货金。利得十倍，重载归乡。
3350,渐之噬嗑,金齿铁牙，寿考宜家。年岁有余，贪利者得。虽忧无咎。
3351,渐之贲,膏泽沐浴，洗去污辱。振除灾咎，更与福处。
3352,渐之剥,履阶登墀，高升峻巍。福禄洋溢，依天之威。
3353,渐之复,坤厚地德，庶物蕃息。平康正直，以绥大福。
3354,渐之无妄,绝域异路，多所畏避。使我惊惶，思吾故处。
3355,渐之大畜,襁褓孩幼，冠带成家。出门如宾，父母何忧。
3356,渐之颐,一寻百节，绸缪相结。其指诘屈，不能解脱。
3357,渐之大过,鹰鹯猎食，雉兔困极。逃头见尾，为人所贼。
3358,渐之坎,危坐至暮，请求不得。膏泽不降，政戾民忒。
3359,渐之离,刚柔相呼，二姓为家。霜降既同，惠我以仁。
3360,渐之咸,慈母念子，飨赐得士。蛮夷来服，国人欢喜。
3361,渐之恒,良夫孔姬，胁悝登台。柴季不扶，卫辄走逃。
3362,渐之遯,子长忠直，李陵为贼。祸及无嗣，司马失福。
3363,渐之大壮,节度之德，不涉乱国。虽昧无光，后大受庆。
3364,渐之晋,驱羊南行，与祸相逢。狼惊我马，虎盗我子，悲恨自咎。
3365,渐之明夷,尼父孔丘，善钓鲤鱼。罗网一举，获利万头，富我家居。
3366,渐之家人,本根不固，华叶落去，更为孤妪。
3367,渐之睽,设罟捕鱼，反得屠诸。员困竭忠，伍氏夷诛。
3368,渐之蹇,敏捷亟疾，如猿集木。彤弓虽调，终不能获。
3369,渐之解,冠带南行，与福相期。邀于嘉国，拜位逢时。
3370,渐之损,年丰岁熟，政仁民乐，禄入获福。
3371,渐之益,筑阙石颠，立基泉源。疾病不安，老孤无邻。
3372,渐之夬,逐狐东山，水遏我前。深不可涉，失利后还。
3373,渐之姤,麟子凤雏，生长嘉国。和气所居，康乐温仁，邦多圣人。
3374,渐之萃,西行求玉，冀得瑜璞。反得凶恶，使我惊惑。
3375,渐之升,心狂老悖，视听聋盲。正命无常，下民多孽。
3376,渐之困,南国少子，材略美好。求我长女，贱薄不与。反得丑恶，后乃大悔。
3377,渐之井,逶迤高原，家伯妄施，乱其五官。
3378,渐之革,谢恩拜德，东归吾国，欢乐有福。
3379,渐之鼎,鸡鸣同兴，思配无家。执佩持凫，无所致之。
3380,渐之震,凶重忧累，身受诛罪，神不能解。
3381,渐之艮,虎豹熊罴，游戏山谷。仁贤君子，得其所欲。
3382,渐之归妹,海隅辽右，福禄所至。柔嘉蒙佑，九夷何咎。
3383,渐之丰,华首之山，仙道所游。利以居止，长无咎忧。
3384,渐之旅,甲乙戊庚，随时转行。不失常节，萌芽律屈。咸达生出，各乐其类。
3385,渐之巽,跛踬未起，失利后市，不得鹿子。
3386,渐之兑,怙恃自负，不去于下。血从地出，诛罚失理。
3387,渐之涣,江河淮海，天之都市。商人受福，国家饶有。
3388,渐之节,节情省欲，赋敛有度。家给人足，且贵且富。
3389,渐之中孚,池鸣呴，呼求水潦。云雨大会，流成河海。
3390,渐之小过,日月之涂，所行必到，无有患故。
3391,渐之既济,乘风而举，与飞鸟俱。一举千里，见吾爱母。
3392,渐之未济,阴配阳争，卧木反立。君子攸行，丧其官职。
3393,归妹之归妹,坚冰黄鸟，常哀悲愁。不见白粒，但覩藜蒿。数惊鸷鸟，为我心忧。
3394,归妹之乾,荆木冬生，司寇缓刑。威权在下，国乱且倾。
3395,归妹之坤,喘牛伤暑，不能耕亩。草莱不辟，年岁无有。
3396,归妹之屯,鱼欲负流，众不同心。至德潜伏。
3397,归妹之蒙,春耕有息，秋入利福。献豜私豵，以乐成功。
3398,归妹之需,生有圣德，上配太极。皇灵建中，授我以福。
3399,归妹之讼,右抚琴头，左手援带。凶讼不已，相与争戾，失利而归。
3400,归妹之师,炙鱼棝斗，张伺夜鼠。舌不忍味，机发为祟，笮不得去。
3401,归妹之比,申酉脱服，牛马休息。君子以安，劳者得欢。
3402,归妹之小畜,尧问尹寿，圣德增益。使民不疲，安无怵惕。
3403,归妹之履,孤公忧妇，独宿悲苦。目张耳鸣，莫与笑语。
3404,归妹之泰,外得好畜，相与嫁娶。仁贤集聚，咨询厥事。倾夺我城，使家不宁。
3405,归妹之否,煎砂盛暑，鲜有不朽。去河千里，败我利市。老牛盲马，去之何悔。
3406,归妹之同人,甲乙戊庚，随时转行。不失常节，萌芽律屈。咸达出生，各乐其类。
3407,归妹之大有,衣宵夜游，与君相遭。解除烦惑，使心不忧。
3408,归妹之谦,死友绝朋，巧言为谗。覆白污玉，颜叔哀喑。
3409,归妹之豫,逐利三年，利走如神。展转东西，如鸟避丸。
3410,归妹之随,堤防坏决，河水泛溢。伤害禾稼，君孤独宿。没溺我邑。
3411,归妹之蛊,阴阳隔塞，许嫁不答。旄丘新台，悔往叹息。
3412,归妹之临,伯夷叔齐，贞廉之师。以德防患，忧祸不存。
3413,归妹之观,阳为狂悖，拔剑自伤，为身生殃。
3414,归妹之噬嗑,进士为官，不若服田，获寿保年。
3415,归妹之贲,耕石不生，弃礼无名。缝衣失针，襦袴不成。
3416,归妹之剥,灵龟陆处，一旦失所。伊子复耕，桀乱无辅。
3417,归妹之复,室当源口，漂溺为海。财产殚尽，衣食无有。
3418,归妹之无妄,鸡方啄粟，为狐所逐。走不得食，惶惧喘息。
3419,归妹之大畜,家在海隅，桡短流深。岂敢惮行，无木以趋。
3420,归妹之颐,他山之错，与璆为仇。来攻吾城，伤我肌肤，国家骚忧。
3421,归妹之大过,弊镜无光，不见文章。少女不嫁，弃于其公。
3422,归妹之坎,大蛇巨鱼，相搏于郊。君臣隔塞，戴公庐漕。
3423,归妹之离,绝世无嗣，福禄不存。精神涣散，离其躬身。
3424,归妹之咸,文德之君，养人致福。年无胎夭，国富民实。忧者之望，曾参盗息。
3425,归妹之恒,合欢之国，喜为我福。东岳南山，朝跻成恩。
3426,归妹之遯,忧人之患，履悖易颜。为身祸残，率身自守。与喜相抱，长子成老，封受福祉。
3427,归妹之大壮,太公避纣，七十隐处。卒逢圣文，为王室辅。
3428,归妹之晋,江汉上流，政逆民忧。阴代其阳，雌为雄公。
3429,归妹之明夷,缩绪乱丝，举手为灾。越亩逐兔，丧其衣袴。
3430,归妹之家人,臭彘腐木，与狼相辅。亡夫失子，忧及父母。
3431,归妹之睽,刲羊不当，女执空筐。兔跛鹿踦，缘山坠堕，谗佞乱作。
3432,归妹之蹇,拔剑伤手，见敌不喜。良臣无佐，困忧为咎。
3433,归妹之解,三羖五牂，相随俱行。迷入空泽，循谷直北。径涉六驳，为所伤贼。
3434,归妹之损,争鸡失羊，亡其金囊，利得不长。陈蔡之患，赖楚以安。
3435,归妹之益,三骊负衡，南取芷香。秋兰芬馥，盈满神匮，利我仲季。
3436,归妹之夬,孟夏己丑，哀呼尼父。明德讫终，乱虐滋起。
3437,归妹之姤,履不容足，南山多叶。家有荥兰，乃无病疾。
3438,归妹之萃,三足无头，不知所之。心狂睛伤，莫使为明，不见日光。
3439,归妹之升,戴尧扶禹，松乔彭祖。西过王母，道路夷易，无敢难者。
3440,归妹之困,式微式微，忧祸相绊。隔以岩山，室家分散。
3441,归妹之井,灵龟陆处，一旦失所。伊子复耕，桀乱无辅。
3442,归妹之革,仁德覆洽，恩及异域。泽被殊方，祸灾隐伏。蚕不作室，寒无所得。
3443,归妹之鼎,夏麦，霜击其芒。疾君败国，使年夭伤。
3444,归妹之震,火虽炽，在吾后。寇虽多，在吾右。身安吉，不危殆。
3445,归妹之艮,辽远绝路，客宿多悔。顽嚣相聚，生我畏恶。
3446,归妹之渐,悬悬南海，去家万里。飞兔腰褭，一日见母，除我忧悔。
3447,归妹之丰,困而后通，虽厄不穷。终得其愿，姬姜相从。
3448,归妹之旅,西贾巴蜀，寒雪至毂。欲前不还，得反空屋。
3449,归妹之巽,新作初陵，烂陷难登。三驹摧车，踬顿伤颐。
3450,归妹之兑,延颈望酒，不入我口。深目自苦，利得无有，幽人悦喜。
3451,归妹之涣,仲春孟夏，和气所舍。生我嘉福，国无残贼。
3452,归妹之节,张网捕鸠，兔离其灾。雌雄俱得，为罝所贼。
3453,归妹之中孚,三人俱行，一人言北。伯仲欲南，少叔不得。中路分争，道鬬相贼。
3454,归妹之小过,然诺不行，欺绐误人。使我露宿，夜归温室。神怒不直，鬼击其目。欲求福利，适反自贼。
3455,归妹之既济,陈辞达诚，使安不倾。增禄益寿，以成功名。
3456,归妹之未济,火烧公床，破家灭亡。然得安昌，先忧重丧。
3457,丰之丰,诸孺行贾，经涉山阻。与狄为市，不忧危殆，利得十倍。
3458,丰之乾,鼎足承德，嘉谋生福。为王开庭，得心所欲。
3459,丰之坤,曳纶江海，钓鲂与鲤。王孙列俎，以飨仲友。
3460,丰之屯,东山皋落，叛逆不服。兴师征讨，恭子败覆。
3461,丰之蒙,千里骍驹，为王服车。嘉其丽荣，君子有成。
3462,丰之需,二龙北行，道逢六狼。莫宿中泽，为祸所伤。
3463,丰之讼,天灾所游，凶不可居。转徙获福，留止危忧。
3464,丰之师,狐狸雉兔，畏人逃去。分走窜匿，不知所处。
3465,丰之比,雨师娶妇，黄岩季女。成礼既婚，相呼南去。膏润田里，年岁大喜。
3466,丰之小畜,外栖野鼠，与雉为伍。疮痍不息，即去其室。
3467,丰之履,天命绝后，孤阳无主。彷徨两社，独不得酒。
3468,丰之泰,鹄思其雄，欲随凤东。顺理羽翼，出次须日。中留北邑，复反其室。
3469,丰之否,蜲蛇九子，长尾不殆。均明光泽，燕自受福。
3470,丰之同人,日走月步，趋不同舍。夫妻反目，君主失国。
3471,丰之大有,定房户室，枯薪除毒。文德渊府，害不能贼。
3472,丰之谦,齐东郭卢，嫁于洛都。骏美良好，利彼过倍。
3473,丰之豫,病笃难医，和不能治。命终期讫，下即蒿里。
3474,丰之随,开郭绪业，王迹所起。姬德七百，报以八子。
3475,丰之蛊,丰年多储，河海饶鱼。商客善贾，大国富有。
3476,丰之临,鹄求鱼食，过彼射邑。缯加我颈，缴挂羽翼。欲飞不能，为羿所得。
3477,丰之观,望城抱子，见邑不殆。公孙上堂，文君悦喜。
3478,丰之噬嗑,左指右麾，邪淫侈靡。执节无良，灵君以亡。
3479,丰之贲,日中为市，各持所有。交易资贿，函珠怀宝，心悦欢喜。
3480,丰之剥,山没丘浮，陆为水鱼，燕雀无庐。
3481,丰之复,马服长股，宜行善市。蒙佑谐偶，获利五倍。
3482,丰之无妄,三狸捕鼠，遮遏前后。死于圜城，不能脱走。
3483,丰之大畜,鬼舞国社，岁乐民喜。臣忠于君，子孝于父。
3484,丰之颐,慈母望子，遥思不已。久客外野，我心悲苦。
3485,丰之大过,雨师娶妇，黄岩季女。成礼既婚，相呼南去。膏泽田里，年岁大喜。
3486,丰之坎,两狗同室，相囓争食。枉矢西流，射我暴国。高宗鬼方，三年乃服。
3487,丰之离,早霜晚雪，伤禾害麦。损功弃力，饥无可食。
3488,丰之咸,腐臭所在，青蝇集聚。变白为黑，败乱邦国。君为臣逐，失其宠禄。
3489,丰之恒,牵羊不前，与心戾旋。闻言不信，误绐丈人。
3490,丰之遯,甘忍利害，还相克贼。商子酷刑，鞅丧厥身。
3491,丰之大壮,刲羊不当，血少无羹。女执空筐，不得采桑。采桑，汲古作桑根，
3492,丰之晋,囓囓，贫鬼相责。无有欢怡，一日九结。
3493,丰之明夷,两足四翼，飞入嘉国。寜我伯姊，与母相得。
3494,丰之家人,文山紫芝，雍梁朱草。生长和气，王以为宝。公尸侑食，福禄来处。
3495,丰之睽,绝世游魂，福禄不存。精神涣散，离其躬身。
3496,丰之蹇,北辰紫宫，衣冠立中。含和建德，常受大福。
3497,丰之解,伯蹇叔盲，莫为守装。失我衣裘，代尔阴乡。
3498,丰之损,两女共室，心不聊食。首髪如蓬，忧常在中。
3499,丰之益,去辛就蓼，毒愈酷甚。避穽遇坑，忧患日生。
3500,丰之夬,初病终凶，季为死丧，不见光明。
3501,丰之姤,三鸟飞来，是我逢时。俱行先至，多得大利。
3502,丰之萃,鹿食山草，不思邑里，虽久无咎。
3503,丰之升,羊肠九萦，相推稍前。止须王孙，乃能上天。
3504,丰之困,管仲遇桓，得其愿欢。胶目启牢，振冠无忧。笑戏不庄，空言妄行。
3505,丰之井,桀跖并处，民困愁苦。旅行迟迟，留连齐鲁。
3506,丰之革,魂孤无室，衔指不食。盗张民馈，见敌失肉。
3507,丰之鼎,谗言乱国，覆是为非。伯奇乖离，恭子忧哀。
3508,丰之震,卫侯东游，惑于少姬。亡我考妣，久迷不来。
3509,丰之艮,鸡鸣同兴，思配无家。执佩持凫，莫使致之。
3510,丰之渐,义不胜情，以欲自萦。觊利危躬，摧角折颈。
3511,丰之归妹,臣尊主卑，权力日衰。侵夺无光，三家逐公。
3512,丰之旅,叔仲善贾，与喜为市。不忧危殆，利得十倍。
3513,丰之巽,六蛇奔走，俱入茂草。惊于长路，畏惧啄口。
3514,丰之兑,水坏我里，东流为海。凫讙嚣，不得安居。
3515,丰之涣,飞不远去，卑斯内侍，禄养未富。
3516,丰之节,阴变为阳，女化为男。治道大通，君臣相承。
3517,丰之中孚,践履危难，脱厄去患。入福喜门，见诲大君。
3518,丰之小过,罟密网缩，动益蹶急，困不得息。
3519,丰之既济,负牛上山，力劣行难。烈风雨雪，遮遏我前，中道复还。
3520,丰之未济,喁喁嘉草，思降甘雨。景风升上，沾洽时澍，生我禾稼。
3521,旅之旅,罗网四张，鸟无所翔。征伐穷极，饥渴不食。
3522,旅之乾,寄生无根，如过浮云。立本不固，斯须落去，更为枯树。
3523,旅之坤,人无足法，缓除牛出。雄走羊惊，阳不制阴，男失其家。
3524,旅之屯,众鸟所翔，中有大怪。九身无头，魂惊魄去，不可以居。
3525,旅之蒙,封豕沟渎，灌溃国邑。火宿口中，民多病疾。
3526,旅之需,奋翅鼓翼，翱翔外国。逍遥徙倚，来归温室。
3527,旅之讼,秋蚕不成，冬种不生。殷王逆理，弃其宠荣。
3528,旅之师,卫侯东游，惑于少姬。忘我考妣，久迷不来。
3529,旅之比,乌合卒会，与恶相得。鸱鸮相酬，为心所贼。
3530,旅之小畜,眵鸡无距，与鹊格鬬。翅折目盲，为鸠所伤。
3531,旅之履,木内生蠧，上下相贼，祸乱我国。
3532,旅之泰,延陵适鲁，观乐太史。车辚白颠，知秦兴起。卒兼其国，一统为主。
3533,旅之否,辅相之好，无有休息。时行云集，所在遇福。
3534,旅之同人,床倾箦折，屋漏垣缺，季姬不惬。
3535,旅之大有,东入海口，循流北走。一高一下，五邑无主。七日六夜，死于水浦。
3536,旅之谦,羣虎入邑，求索肉食。大人守御，君不失国。
3537,旅之豫,四乱不安，东西为患。退身止足，无出邦域。乃得完全，赖其生福。
3538,旅之随,叔肸抱冤，祁子自邑。乘遽解患，羊舌以免，赖其生全。
3539,旅之蛊,延颈望酒，不入我口。深目自苦，利得无有。
3540,旅之临,仁政之德，参参日息。成都就邑，人受厥福。
3541,旅之观,牵头系尾，屈折几死。周世无人，不知所归。
3542,旅之噬嗑,教羊逐兔，使鱼捕鼠。任非其人，费日无功。
3543,旅之贲,生角有尾，张孽制家。排羊逐狐，张氏易公，忧祸复凶。
3544,旅之剥,去安就危，坠陷井池，破我玉螭。
3545,旅之复,茹芝饵黄，涂饮玉英。与神通流，长无忧凶。
3546,旅之无妄,体重难飞，未能越关，不离室垣。
3547,旅之大畜,巢成树折，伤我彝器。伯踒叔跌，亡羊乃追。
3548,旅之颐,六人俱行，各贵其囊。黄鹤失珠，无以为明。
3549,旅之大过,播梅折枝，与母分离，绝不相知。
3550,旅之坎,迎福开户，喜随我后。曹伯恺悌，为宋国主。
3551,旅之离,既痴且狂，两目又盲。箕踞喑哑，名为无中。
3552,旅之咸,金梁铁柱，千年牢固。完全不腐，圣人安处。
3553,旅之恒,裹糗荷粮，与跖相逢。欲飞不得，为罔所获。
3554,旅之遯,彭生为豕，暴龙作灾。盗尧衣裳，聚跖荷兵。青禽照夜，三旦夷亡。
3555,旅之大壮,独夫老妇，不能生子。鳏寡居处。
3556,旅之晋,鹪鹩窃脂，巢于小枝。摇动不安，为风所吹。心寒栗栗，常忧殆危。
3557,旅之明夷,素车木马，不任负重。王子出征，忧危为咎。
3558,旅之家人,土陷四维，安平不危。利以居止，保有玉女。
3559,旅之睽,负牛上山，力劣行难。烈风雨雪，遮遏我前，中道复还。
3560,旅之蹇,金城铁郭，上下同力。政平民亲，寇不敢贼。
3561,旅之解,清洁渊塞，为人所言。证讯诘情，系于枳温。甘裳听断，昭然蒙恩。
3562,旅之损,皋陶听理，岐伯悦喜。西登华首，东归无咎。
3563,旅之益,低头窃视，有所畏避。行作不利，酒酸鱼败，众莫贪嗜。
3564,旅之夬,十鸡百雏，常与母俱。抱鸡捕虎，谁肯为侣。
3565,旅之姤,高阜山陵，陂陁颠崩。为国妖祥，元后以薨。
3566,旅之萃,六鹢退飞，为襄败祥。陈师合战，左股夷伤。遂以崩薨，霸功不成。
3567,旅之升,异国殊俗，情不相得。金木为仇，百贼擅杀。
3568,旅之困,鸦噪庭中，以戎灾凶。重门击柝，备忧暴客。
3569,旅之井,慈母念子，享赐得士。蛮夷来服，以安王室，侧陋逢时。
3570,旅之革,迁延恶人，使德不通。炎旱为殃，年谷大伤。
3571,旅之鼎,躬履孔德，以待朿帛。文君燎猎，吕尚获福。号称太师，封建齐国。
3572,旅之震,征将止恶，鼓鞞除贼。庆仲奔莒，子般获福。
3573,旅之艮,良夫淑女，配合相保。多孙众子，欢乐长久。
3574,旅之渐,蜲蛇四牡，思念父母。王事靡盬，不得安处。
3575,旅之归妹,水坏我里，东流为海。龟凫讙嚣，不得安居。
3576,旅之丰,朿帛戋戋，赙我孟宣。征召送君，变号易字。
3577,旅之巽,乾行天德，覆赡六合。呕喣成熟，使我福德。
3578,旅之兑,秦晋大国，更相克贼。获惠质圉，郑被其咎。
3579,旅之涣,晦昧昏冥，君无纪纲。甲午成乱，简公丧亡。
3580,旅之节,三足无头，莫知所之。心狂睛伤，莫使为明，不见日光。
3581,旅之中孚,长夜短日，阴为阳贼。万物空枯，藏于北陆。
3582,旅之小过,依宵夜游，与君相遭。除烦解惑，使我无忧。
3583,旅之既济,逐鹿南山，利入我门。阴阳和调，国无灾残。长子出游，须其仁君。
3584,旅之未济,请骋左耳，啬不我与，驱我父母。
3585,巽之巽,温山松柏，常茂不落。鸾凤以庇，得其欢乐。
3586,巽之乾,采唐沬乡，要期桑中。失信不会，忧思约带。
3587,巽之坤,有鸟飞来，集于宫树。鸣声可恶，主将出去。
3588,巽之屯,仁政之德，参参日息。成都就邑，日受厥福。
3589,巽之蒙,他山之错，与璆为仇。来攻吾城，伤我肌肤，邦家搔忧。
3590,巽之需,贝赎狸，不听我辞。系于虎须，牵不得来。
3591,巽之讼,一簧两舌，佞言谄语。三奸成虎，曾母投杼。
3592,巽之师,魁行摇尾，逐云吹水。污泥为陆，下田宜稷。
3593,巽之比,天门九重，深内难通。明登至莫，不见神公。
3594,巽之小畜,闇目失明，耳阏不聪。陷入深渊，灭顶忧凶。
3595,巽之履,雾露早霜，日暗不明。阴阳孽疾，年谷大伤。
3596,巽之泰,三阶土廊，德义明堂。交让往来，享燕相承。箕伯朝王，锡我玄黄。
3597,巽之否,争鸡失羊，利得不长。陈蔡之患，赖楚以安。
3598,巽之同人,天旱水涸，枯槁无泽，未有所获。
3599,巽之大有,陶朱白圭，善贾息赀。公子王孙，富利不贫。
3600,巽之谦,龟厌江海，陆行不止。自令枯槁，失其都市，忧悔无咎。
3601,巽之豫,黄鸟采蓄，既嫁不答。念吾父兄，思复邦国。
3602,巽之随,田鼠野鸡，意常欲逃。拘制笼槛，不得动摇。
3603,巽之蛊,平国不君，夏氏作乱。乌号窃发，灵公殒命。
3604,巽之临,巨蛇大，战于国郊。上下闭塞，君主走逃。
3605,巽之观,谗言乱国，覆是为非。伯奇流离，共子忧哀。
3606,巽之噬嗑,郁不明，为阴所伤。众雾集聚，共夺日光。
3607,巽之贲,望城抱子，见邑不殆。公孙上堂，大君欢喜。
3608,巽之剥,三虫为蛊，刬迹无与。胜母盗泉，君子弗处。
3609,巽之后,车驰人趋，卷甲相求。齐鲁寇战，败于犬丘。
3610,巽之无妄,欲访子车，善相欺绐。桓叔相迎，不见所期。
3611,巽之大畜,争鸡失羊，亡其金囊，利得不长。陈蔡之患，赖楚以安。
3612,巽之颐,岁暮花落，阳入阴室。万物伏匿，利不可得。
3613,巽之大过,晨风文翰，大举就温。昧过我邑，羿无所得。
3614,巽之坎,时鹄抱子，见蛇何咎。室家俱在，不失其所。
3615,巽之离,隐隐大雷，雾霈为雨。有女痴狂，惊骇邻里。
3616,巽之咸,无足断跟，居处不安，凶恶为患。
3617,巽之恒,破筐敝筥，弃捐于道，不复为宝。
3618,巽之遯,三鸡啄粟，十雏从食。饥鸢卒击，亡其两叔。
3619,巽之大壮,乘车七百，以明文德。践土葵丘，齐晋受福。
